pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
CH,2023-04-05,83.2,-0.35,6.48,"Flexen, Chris",592669,623167,,ball,,,,,14,Hunter Renfroe flies out to center fielder Julio Rodriguez.,R,R,R,SEA,LAA,B,,,2,2,2023,-1.0,0.77,0.54,0.17,,,,2,3,Top,,,,,663728,,,4.048817341730942,-120.83338759301064,-9.584955637729395,-10.598290266325284,22.588713213075877,-23.026710513057363,3.45,1.65,,,,84.0,1313.0,6.8,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.7,,,,,,,,23,5,Changeup,1,2,2,1,2,1,2,1,Standard,Standard,216.0,0.0,0.041
FC,2023-04-05,87.2,-0.37,6.86,"Flexen, Chris",592669,623167,,foul,,,,,8,Hunter Renfroe flies out to center fielder Julio Rodriguez.,R,R,R,SEA,LAA,S,,,2,1,2023,0.87,0.5,0.02,1.96,,,,2,3,Top,,,,,663728,,,-0.8534121287608958,-126.93047568072636,-6.704223614888042,9.63795144964162,23.522528575746097,-25.65258069492297,3.45,1.64,,,,87.3,2407.0,6.1,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.39,,,,,,,,23,4,Cutter,1,2,2,1,2,1,2,1,Standard,Standard,161.0,0.0,-0.03
CH,2023-04-05,82.6,-0.31,6.56,"Flexen, Chris",592669,623167,,ball,,,,,14,Hunter Renfroe flies out to center fielder Julio Rodriguez.,R,R,R,SEA,LAA,B,,,1,1,2023,-1.01,0.84,0.31,1.14,,,,2,3,Top,,,,,663728,,,3.4107465913232384,-120.20306519585743,-7.580557135798028,-10.498860456495231,20.89412966666816,-22.8047763569178,3.54,1.73,,,,83.6,1222.0,6.7,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.8,,,,,,,,23,3,Changeup,1,2,2,1,2,1,2,1,Standard,Standard,216.0,0.0,0.023
FF,2023-04-05,91.1,-0.34,6.86,"Flexen, Chris",592669,623167,,ball,,,,,12,Hunter Renfroe flies out to center fielder Julio Rodriguez.,R,R,R,SEA,LAA,B,,,0,1,2023,0.14,1.47,0.64,4.04,,,,2,3,Top,,,,,663728,,,2.1617780643236983,-132.68126089962558,-4.37374465590094,1.260004639465215,26.13896465855901,-14.06423806586094,3.5,1.69,,,,91.3,2107.0,6.2,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.33,,,,,,,,23,2,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,180.0,0.0,0.015
FF,2023-04-05,92.4,-0.3,6.86,"Flexen, Chris",592669,623167,,foul,,,,,11,Hunter Renfroe flies out to center fielder Julio Rodriguez.,R,R,R,SEA,LAA,S,,,0,0,2023,-0.05,1.53,-0.03,4.07,,,,2,3,Top,,,,,663728,,,0.7961184543449811,-134.6126069263173,-4.645348557881455,-0.7708802606530353,29.588855125293207,-12.732245541950228,3.45,1.64,265.0,76.9,41.0,92.2,2155.0,6.1,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.39,,,,,,,,23,1,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,186.0,0.0,-0.021
CH,2023-04-05,81.6,-0.63,6.55,"Flexen, Chris",660271,623167,field_out,hit_into_play,,,,,5,Shohei Ohtani flies out to left fielder Jarred Kelenic.,R,L,R,SEA,LAA,X,7.0,fly_ball,0,2,2023,-0.83,0.96,0.26,2.44,,,,1,3,Top,72.09,122.92,,,663728,,,3.629243422062161,-118.75351940673056,-4.574214775759996,-8.541411409015643,21.198128789902302,-22.420132604483697,3.49,1.62,233.0,95.9,57.0,82.3,1399.0,6.6,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.92,0.014,0.015,0.0,1.0,0.0,0.0,3.0,22,3,Changeup,1,2,2,1,2,1,2,1,Strategic,Standard,213.0,0.016,-0.107
FC,2023-04-05,87.6,-0.56,6.87,"Flexen, Chris",660271,623167,,swinging_strike,,,,,12,Shohei Ohtani flies out to left fielder Jarred Kelenic.,R,L,R,SEA,LAA,S,,,0,1,2023,0.8,0.46,0.2,3.81,,,,1,3,Top,,,,,663728,,,0.1815874796064083,-127.69249631088287,-2.2474289562115053,8.79253927941585,24.647189969943444,-26.9114719884471,3.49,1.62,,,,87.7,2446.0,6.1,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.37,,,,,,,,22,2,Cutter,1,2,2,1,2,1,2,1,Strategic,Standard,156.0,0.0,-0.037
FC,2023-04-05,88.0,-0.62,6.86,"Flexen, Chris",660271,623167,,called_strike,,,,,7,Shohei Ohtani flies out to left fielder Jarred Kelenic.,R,L,R,SEA,LAA,S,,,0,0,2023,0.66,0.36,-0.38,1.93,,,,1,3,Top,,,,,663728,,,-0.7929557150726054,-128.2050616763192,-6.682482740264972,7.529409395246294,23.71155615314291,-27.14145248827729,3.59,1.71,,,,88.5,2421.0,6.3,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.18,,,,,,,,22,1,Cutter,1,2,2,1,2,1,2,1,Strategic,Standard,156.0,0.0,-0.028
FF,2023-04-05,92.5,-0.31,6.92,"Flexen, Chris",545361,623167,field_out,hit_into_play,,,,,3,Mike Trout pops out to second baseman Kolten Wong.,R,R,R,SEA,LAA,X,4.0,popup,3,2,2023,0.13,1.29,0.49,3.32,,,,0,3,Top,174.32,139.92,,,663728,,,1.7597156811358945,-134.71785099125782,-6.197381641179479,1.2019932712264514,28.59493464434789,-15.27867997594458,3.55,1.69,186.0,85.0,60.0,92.5,2002.0,6.2,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.32,0.023,0.027,0.0,1.0,0.0,0.0,3.0,21,6,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,191.0,0.021,-0.315
CH,2023-04-05,79.9,-0.5,6.54,"Flexen, Chris",545361,623167,,ball,,,,,14,Mike Trout pops out to second baseman Kolten Wong.,R,R,R,SEA,LAA,B,,,2,2,2023,-1.05,0.68,0.81,1.23,,,,0,3,Top,,,,,663728,,,4.883354417852026,-116.29318511171864,-6.323555281107954,-10.420732214016024,20.01552978678585,-25.0694838768782,3.56,1.75,,,,80.5,1326.0,6.5,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.97,,,,,,,,21,5,Changeup,1,2,2,1,2,1,2,1,Standard,Standard,222.0,0.0,0.11
FF,2023-04-05,91.7,-0.38,6.82,"Flexen, Chris",545361,623167,,swinging_strike,,,,,6,Mike Trout pops out to second baseman Kolten Wong.,R,R,R,SEA,LAA,S,,,2,1,2023,0.0,1.4,0.35,2.74,,,,0,3,Top,,,,,663728,,,1.8519368664054388,-133.52696373757104,-7.552725311238382,-0.3959183176548371,26.372245657136027,-13.971069913760534,3.55,1.69,10.0,,,92.1,1969.0,6.3,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.21,,,,,,,,21,4,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,189.0,0.0,-0.073
FF,2023-04-05,91.7,-0.34,6.82,"Flexen, Chris",545361,623167,,foul,,,,,8,Mike Trout pops out to second baseman Kolten Wong.,R,R,R,SEA,LAA,S,,,2,0,2023,-0.07,1.48,0.17,2.11,,,,0,3,Top,,,,,663728,,,1.426425075815034,-133.25944116169083,-9.203325806638349,-1.089485920907694,29.333772211777266,-12.70647933808235,3.55,1.69,226.0,87.1,56.0,91.4,1988.0,6.2,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.26,,,,,,,,21,3,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,189.0,0.0,-0.062
FF,2023-04-05,90.1,-0.32,6.81,"Flexen, Chris",545361,623167,,ball,,,,,12,Mike Trout pops out to second baseman Kolten Wong.,R,R,R,SEA,LAA,B,,,1,0,2023,0.06,1.37,0.56,3.79,,,,0,3,Top,,,,,663728,,,2.0462673388172345,-131.1344123863462,-4.42061763191417,0.2879237994410974,29.25735954008741,-15.611681054014278,3.61,1.75,,,,89.7,1972.0,6.1,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.36,,,,,,,,21,2,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,182.0,0.0,0.066
FF,2023-04-05,91.2,-0.21,6.82,"Flexen, Chris",545361,623167,,ball,,,,,12,Mike Trout pops out to second baseman Kolten Wong.,R,R,R,SEA,LAA,B,,,0,0,2023,0.1,1.42,0.37,3.78,,,,0,3,Top,,,,,663728,,,1.2409440350601404,-132.6951089446033,-4.790420259214943,0.9504267894719644,29.537003210530152,-14.658960860779596,3.59,1.77,,,,91.0,1926.0,6.3,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.22,,,,,,,,21,1,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,187.0,0.0,0.039
SI,2023-04-05,90.7,-0.3,6.81,"Flexen, Chris",621493,623167,field_out,hit_into_play,,,,,7,"Taylor Ward grounds out, third baseman Eugenio Suarez to first baseman Ty France.",R,R,R,SEA,LAA,X,5.0,ground_ball,0,0,2023,-0.89,1.48,-0.3,2.17,,,,2,2,Top,107.91,168.82,,,663728,,,1.902268452932303,-131.83228992588118,-8.83611095545454,-10.748567087634362,27.46036208891406,-13.222963403093493,3.47,1.69,9.0,90.7,-13.0,90.5,2102.0,6.2,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.3,0.123,0.12,0.0,1.0,0.0,0.0,2.0,15,1,Sinker,1,2,2,1,2,1,2,1,Standard,Standard,196.0,0.01,-0.103
FC,2023-04-05,86.9,-0.38,6.85,"Flexen, Chris",681351,623167,home_run,hit_into_play,,,,,8,Logan O'Hoppe homers (2) on a fly ball to left field.   Gio Urshela scores.,R,R,R,SEA,LAA,X,,fly_ball,2,0,2023,0.79,0.48,-0.07,1.6,,,570482.0,2,2,Top,38.5,59.07,,,663728,,,-0.8505598403787555,-126.54602758057662,-7.379308507417973,8.682737629354635,24.617106937911725,-25.806974585374583,3.47,1.59,406.0,105.6,32.0,86.8,2300.0,6.1,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.44,0.917,1.866,2.0,1.0,0.0,3.0,6.0,14,3,Cutter,1,0,0,1,2,1,2,1,Standard,Standard,156.0,-0.208,1.8
FC,2023-04-05,86.3,-0.35,6.91,"Flexen, Chris",681351,623167,,ball,,,,,14,Logan O'Hoppe homers (2) on a fly ball to left field.   Gio Urshela scores.,R,R,R,SEA,LAA,B,,,1,0,2023,0.83,0.3,0.94,1.67,,,570482.0,2,2,Top,,,,,663728,,,1.381780257338333,-125.66442941907546,-6.9228270969762775,8.587601195837781,22.78270563011465,-27.898960402958,3.31,1.62,,,,86.5,2393.0,6.1,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.37,,,,,,,,14,2,Cutter,1,0,0,1,0,1,0,1,Standard,Standard,146.0,0.0,0.033
FC,2023-04-05,86.1,-0.3,6.82,"Flexen, Chris",681351,623167,,ball,,,,,14,Logan O'Hoppe homers (2) on a fly ball to left field.   Gio Urshela scores.,R,R,R,SEA,LAA,B,,,0,0,2023,0.68,0.41,1.13,0.88,,,570482.0,2,2,Top,,,,,663728,,,2.0237664603155845,-125.34869400168256,-8.764875012674716,6.841607117309303,22.242631483184837,-26.400159960566977,3.27,1.6,,,,86.4,2278.0,6.2,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.29,,,,,,,,14,1,Cutter,1,0,0,1,0,1,0,1,Standard,Standard,147.0,0.0,0.027
FC,2023-04-05,87.0,-0.47,6.88,"Flexen, Chris",650859,623167,strikeout,swinging_strike,,,,,12,Luis Rengifo strikes out swinging.,R,L,R,SEA,LAA,S,2.0,,0,2,2023,0.63,0.65,0.02,4.04,,,570482.0,1,2,Top,,,,,663728,,,-0.0884622879648295,-126.7724046082431,-2.036787556293507,6.826603500685212,23.40350560541451,-24.92279067159009,3.12,1.44,,,,87.0,2339.0,6.0,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.51,,,0.0,1.0,0.0,0.0,,13,3,Cutter,1,0,0,1,0,1,0,1,Standard,Standard,156.0,0.03,-0.197
FF,2023-04-05,91.5,-0.5,6.91,"Flexen, Chris",650859,623167,,foul,,,,,1,Luis Rengifo strikes out swinging.,R,L,R,SEA,LAA,S,,,0,1,2023,0.0,1.61,-0.37,2.87,,,570482.0,1,2,Top,,,,,663728,,,0.3333563933090738,-133.2202803072791,-7.800143742979769,-0.1250543974893644,27.023056233079476,-11.5055215214513,3.12,1.44,183.0,68.3,41.0,91.2,2130.0,6.0,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.55,,,,,,,,13,2,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,193.0,0.0,-0.06
FC,2023-04-05,88.3,-0.56,6.86,"Flexen, Chris",650859,623167,,called_strike,,,,,2,Luis Rengifo strikes out swinging.,R,L,R,SEA,LAA,S,,,0,0,2023,0.66,0.92,-0.16,3.27,,,570482.0,1,2,Top,,,,,663728,,,-0.3971911087160715,-128.73290416992387,-4.678153303028387,7.465504728841517,22.88977607484765,-21.16877315954093,3.23,1.48,,,,88.7,2303.0,6.1,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.41,,,,,,,,13,1,Cutter,1,0,0,1,0,1,0,1,Standard,Standard,168.0,0.0,-0.056
ST,2023-04-05,79.8,-0.5,6.79,"Flexen, Chris",570482,623167,single,hit_into_play,,,,,1,Gio Urshela singles on a line drive to left fielder Jarred Kelenic.,R,R,R,SEA,LAA,X,7.0,line_drive,2,2,2023,1.08,-0.11,-0.39,3.08,,,,1,2,Top,61.16,108.72,,,663728,,,-1.7991054320476874,-116.23588843487008,-1.2355737333126011,10.146868454259955,21.27048655951931,-33.17661331819202,3.46,1.62,189.0,99.1,11.0,79.8,2448.0,6.2,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.3,0.874,0.842,0.9,1.0,1.0,0.0,4.0,12,6,Sweeper,1,0,0,1,0,1,0,1,Standard,Standard,50.0,-0.027,0.291
FC,2023-04-05,88.0,-0.28,6.86,"Flexen, Chris",570482,623167,,ball,,,,,14,Gio Urshela singles on a line drive to left fielder Jarred Kelenic.,R,R,R,SEA,LAA,B,,,1,2,2023,0.44,0.64,2.16,1.15,,,,1,2,Top,,,,,663728,,,5.001206668689002,-127.86116000631776,-9.053133252430184,3.8440522928993968,25.06421934715606,-23.50451748430504,3.52,1.77,,,,87.9,2396.0,6.2,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.28,,,,,,,,12,5,Cutter,1,0,0,1,0,1,0,1,Standard,Standard,161.0,0.0,0.031
FF,2023-04-05,91.8,-0.3,6.87,"Flexen, Chris",570482,623167,,foul,,,,,2,Gio Urshela singles on a line drive to left fielder Jarred Kelenic.,R,R,R,SEA,LAA,S,,,1,2,2023,0.05,1.61,0.25,3.05,,,,1,2,Top,,,,,663728,,,1.275032387241225,-133.65791632222286,-7.324749430487466,0.2820642375338001,27.611623825060278,-11.463368835478825,3.46,1.62,199.0,76.5,56.0,91.7,2179.0,6.1,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.4,,,,,,,,12,4,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,230.0,0.0,0.0
FF,2023-04-05,91.9,-0.22,6.87,"Flexen, Chris",570482,623167,,called_strike,,,,,9,Gio Urshela singles on a line drive to left fielder Jarred Kelenic.,R,R,R,SEA,LAA,S,,,1,1,2023,0.03,1.63,0.59,1.78,,,,1,2,Top,,,,,663728,,,1.9958327686385504,-133.52992331428538,-10.541374295953052,-0.0766576014625479,26.683509539046707,-10.680602832492491,3.54,1.73,,,,91.5,2152.0,6.0,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.5,,,,,,,,12,3,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,190.0,0.0,-0.044
ST,2023-04-05,77.8,-0.3,6.83,"Flexen, Chris",570482,623167,,ball,,,,,14,Gio Urshela singles on a line drive to left fielder Jarred Kelenic.,R,R,R,SEA,LAA,B,,,0,1,2023,1.21,-0.53,0.72,0.13,,,,1,2,Top,,,,,663728,,,-0.0192010328896118,-113.19681801249116,-6.422653299398345,10.320477123545206,22.342255410930857,-35.663311299267995,3.46,1.69,,,,77.4,2436.0,6.2,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.32,,,,,,,,12,2,Sweeper,1,0,0,1,0,1,0,1,Standard,Standard,25.0,0.0,0.021
FF,2023-04-05,91.5,-0.44,6.85,"Flexen, Chris",570482,623167,,foul_tip,,,,,6,Gio Urshela singles on a line drive to left fielder Jarred Kelenic.,R,R,R,SEA,LAA,S,,,0,0,2023,0.1,1.52,0.46,2.64,,,,1,2,Top,,,,,663728,,,2.066016691760844,-133.05590683265666,-8.007997220280991,0.7799974848883505,27.143081226531777,-12.59115098779835,3.46,1.62,,,,91.4,2046.0,6.1,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.36,,,,,,,,12,1,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,190.0,0.0,-0.028
FC,2023-04-05,87.3,-0.64,6.86,"Flexen, Chris",571875,623167,field_out,hit_into_play,,,,,5,"Jake Lamb grounds out, second baseman Kolten Wong to first baseman Ty France.",R,L,R,SEA,LAA,X,4.0,ground_ball,1,2,2023,0.69,0.56,0.05,2.42,,,,0,2,Top,147.45,139.87,,,663728,,,0.2364887148158474,-127.14775926702484,-5.759152310659271,7.521501360714277,22.50708339430412,-25.175099795366005,3.4,1.58,16.0,104.5,-8.0,87.5,2371.0,6.1,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.43,0.294,0.265,0.0,1.0,0.0,0.0,2.0,11,4,Cutter,1,0,0,1,0,1,0,1,Strategic,Standard,158.0,0.024,-0.175
FF,2023-04-05,91.1,-0.49,6.88,"Flexen, Chris",571875,623167,,foul,,,,,2,"Jake Lamb grounds out, second baseman Kolten Wong to first baseman Ty France.",R,L,R,SEA,LAA,S,,,1,1,2023,-0.09,1.5,0.06,3.26,,,,0,2,Top,,,,,663728,,,1.5776870438731698,-132.64326610216773,-6.425559575596039,-1.434620603382827,28.20553012540774,-13.252504973043472,3.4,1.58,132.0,77.1,10.0,91.0,1978.0,6.2,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.33,,,,,,,,11,3,4-Seam Fastball,1,0,0,1,0,1,0,1,Strategic,Standard,191.0,0.0,-0.053
FC,2023-04-05,84.5,-0.62,6.84,"Flexen, Chris",571875,623167,,foul_tip,,,,,4,"Jake Lamb grounds out, second baseman Kolten Wong to first baseman Ty France.",R,L,R,SEA,LAA,S,,,1,0,2023,0.74,0.4,-0.47,2.26,,,,0,2,Top,,,,,663728,,,-1.1226113157153703,-123.0514910128104,-5.154710531707101,7.754071265619202,23.20173215215769,-27.311689760539288,3.4,1.58,,,,84.6,2183.0,6.2,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.33,,,,,,,,11,2,Cutter,1,0,0,1,0,1,0,1,Strategic,Standard,156.0,0.0,-0.046
FF,2023-04-05,90.5,-0.66,6.82,"Flexen, Chris",571875,623167,,ball,,,,,13,"Jake Lamb grounds out, second baseman Kolten Wong to first baseman Ty France.",R,L,R,SEA,LAA,B,,,0,0,2023,-0.16,1.5,-1.16,2.13,,,,0,2,Top,,,,,663728,,,-0.90676717602943,-131.65316783726567,-8.970210157233707,-1.6586569713081707,27.54468373579742,-12.985685393507277,3.59,1.67,,,,90.3,2058.0,6.1,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.38,,,,,,,,11,1,4-Seam Fastball,1,0,0,1,0,1,0,1,Strategic,Standard,189.0,0.0,0.039
FF,2023-04-05,92.4,-0.31,6.87,"Flexen, Chris",592273,623167,strikeout,swinging_strike,,,,,12,Brandon Drury strikes out swinging.,R,R,R,SEA,LAA,S,2.0,,1,2,2023,-0.07,1.44,1.04,3.07,,545361.0,660271.0,2,1,Top,,,,,663728,,,3.6114068526393406,-134.5508862804031,-7.075816085688478,-1.5333862569786292,25.84303692382834,-13.327097923325285,3.61,1.72,,,,92.9,2159.0,6.3,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.18,,,0.0,1.0,0.0,0.0,,5,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,189.0,0.042,-0.307
FF,2023-04-05,91.7,-0.26,6.94,"Flexen, Chris",592273,623167,,called_strike,,,,,9,Brandon Drury strikes out swinging.,R,R,R,SEA,LAA,S,,,1,1,2023,-0.17,1.65,0.53,2.33,,545361.0,660271.0,2,1,Top,,,,,663728,,,2.3466642826256336,-133.4234052707986,-9.375092726525288,-2.524478703209588,26.18799719160269,-10.637712772475124,3.61,1.86,,,,91.8,2192.0,6.2,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.33,,,,,,,,5,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,189.0,0.0,-0.139
FF,2023-04-05,90.0,-0.31,6.8,"Flexen, Chris",592273,623167,,ball,,,,,14,Brandon Drury strikes out swinging.,R,R,R,SEA,LAA,B,,,0,1,2023,-0.44,1.53,0.23,1.57,,545361.0,660271.0,2,1,Top,,,,,663728,,,2.2904437858633124,-130.86194181583537,-10.27672330107059,-5.559353089677682,25.55639860970968,-12.644860818383291,3.73,1.88,,,,90.1,2071.0,6.3,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.24,,,,,,,,5,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,188.0,0.0,0.063
FC,2023-04-05,87.1,-0.3,6.88,"Flexen, Chris",592273,623167,,foul,,,,,6,Brandon Drury strikes out swinging.,R,R,R,SEA,LAA,S,,,0,0,2023,0.7,0.57,0.71,2.83,,545361.0,660271.0,2,1,Top,,,,,663728,,,0.9779100301229174,-126.9076473875562,-4.810937242140425,7.476211598615654,22.562654538824766,-25.25592907415349,3.61,1.72,250.0,82.9,47.0,87.6,2342.0,6.3,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.23,,,,,,,,5,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,152.0,0.0,-0.085
ST,2023-04-05,78.1,-0.35,6.87,"Flexen, Chris",592669,623167,strikeout,called_strike,,,,,4,Hunter Renfroe called out on strikes.,R,R,R,SEA,LAA,S,2.0,,0,2,2023,1.55,-0.86,-0.51,2.22,,545361.0,660271.0,1,1,Top,,,,,663728,,,-3.225630876982077,-113.6965105662462,-1.4994204499470716,14.027793529970433,22.542477798315943,-39.56159697069566,3.35,1.62,,,,77.9,2552.0,6.3,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.21,,,0.0,1.0,0.0,0.0,,4,3,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,24.0,0.043,-0.286
ST,2023-04-05,79.2,-0.5,6.73,"Flexen, Chris",592669,623167,,foul,,,,,14,Hunter Renfroe called out on strikes.,R,R,R,SEA,LAA,S,,,0,1,2023,0.99,-0.53,0.54,1.42,,545361.0,660271.0,1,1,Top,,,,,663728,,,0.4210792100256412,-115.30721474691563,-3.843372740410828,8.772084892145067,21.10107231141972,-36.42775864551009,3.45,1.64,121.0,56.3,67.0,79.6,2428.0,6.5,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.99,,,,,,,,4,2,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,50.0,0.0,-0.116
FC,2023-04-05,87.9,-0.5,6.84,"Flexen, Chris",592669,623167,,called_strike,,,,,8,Hunter Renfroe called out on strikes.,R,R,R,SEA,LAA,S,,,0,0,2023,0.61,0.44,0.26,2.08,,545361.0,660271.0,1,1,Top,,,,,663728,,,0.5692545927617065,-128.1156661438665,-6.440415081572095,6.711753108865963,23.16211779884069,-26.31366802554047,3.42,1.71,,,,88.5,2228.0,6.3,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.2,,,,,,,,4,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,163.0,0.0,-0.091
FC,2023-04-05,87.6,-0.56,6.88,"Flexen, Chris",660271,623167,walk,ball,,,,,11,Shohei Ohtani walks.   Mike Trout to 2nd.,R,L,R,SEA,LAA,B,,,3,1,2023,0.67,0.45,-1.23,2.76,,,545361.0,1,1,Top,,,,,663728,,,-2.9986154102266345,-127.6968466053154,-4.821235512987334,7.961742717521944,23.282778039947463,-26.512592680219736,3.52,1.69,,,,87.9,2282.0,6.1,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.38,,,0.7,1.0,0.0,0.0,,3,5,Cutter,0,0,0,0,0,0,0,0,Strategic,Standard,155.0,-0.035,0.24
CH,2023-04-05,81.7,-0.64,6.66,"Flexen, Chris",660271,623167,,ball,,,,,7,Shohei Ohtani walks.   Mike Trout to 2nd.,R,L,R,SEA,LAA,B,,,2,1,2023,-0.87,0.76,-0.81,1.64,,,545361.0,1,1,Top,,,,,663728,,,1.3045589228528955,-119.03314643906197,-6.259896582428115,-8.616387767424913,19.707468479875818,-24.062822934579323,3.5,1.69,,,,82.0,1218.0,6.1,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.4,,,,,,,,3,4,Changeup,0,0,0,0,0,0,0,0,Strategic,Standard,220.0,0.0,0.11
CH,2023-04-05,81.4,-0.46,6.59,"Flexen, Chris",660271,623167,,blocked_ball,,,,,13,Shohei Ohtani walks.   Mike Trout to 2nd.,R,L,R,SEA,LAA,B,,,1,1,2023,-1.15,0.77,-0.65,-0.21,,,545361.0,1,1,Top,,,,,663728,,,1.7600898656547042,-118.21603747472808,-10.127138175928952,-11.12663021392581,21.55368084209263,-23.281914330238777,3.49,1.73,,,,81.5,1313.0,6.3,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.15,,,,,,,,3,3,Changeup,0,0,0,0,0,0,0,0,Strategic,Standard,217.0,0.0,0.06
FF,2023-04-05,91.2,-0.52,6.93,"Flexen, Chris",660271,623167,,ball,,,,,11,Shohei Ohtani walks.   Mike Trout to 2nd.,R,L,R,SEA,LAA,B,,,0,1,2023,-0.19,1.49,-0.46,3.81,,,545361.0,1,1,Top,,,,,663728,,,0.5458413407024896,-132.8681321376977,-5.138399073329354,-2.335119667948125,27.61396577518057,-13.657998721221007,3.54,1.69,,,,90.9,2153.0,6.0,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.5,,,,,,,,3,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,192.0,0.0,0.026
